programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,regulator,minimum_entry_requirements,required_subjects,suitable_for_form_four_leaver,duration,fees_if_available,study_mode,campus_location,accreditation_status_if_available,application_link,official_source_url,source_type,confidence_level,last_verified_date,notes
Ordinary Diploma in Computing and Information Technology,ordinary diploma computing information technology,ordinary diploma,ICT,AL-MAKTOUM COLLEGE OF ENGINEERING AND TECHNOLOGY,REG/EOS/039,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Passes in Either Biology, Physics, Chemistry, Geography, Basic Mathematics, English Language or National Vocational Award (nva) III in Information Communication Technology with Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,230,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Computing and Information Technology, information systems and networking Technology, electric and telecommunication engineering and computer Engineering OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Physics, Chemistry, Biology, Geography, Advanced Mathematics, Economics, commerce and Accounting. (Duration: 2 year(s); Capacity: 100)",Basic Mathematics; Advanced Mathematics; Biology; Chemistry; Physics; English Language; Geography; Commerce; Economics,yes,3; 2,"Local Fee: TSH. 1,230,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Electrical Engineering,ordinary diploma electrical engineering,ordinary diploma,engineering,AL-MAKTOUM COLLEGE OF ENGINEERING AND TECHNOLOGY,REG/EOS/039,NACTVET,"Holders of Certificate of Secondary Education (CSEE) with at least four (4) passes in non-religious subjects including Basic Mathematics and Physics and any two in Chemistry, English, Geography and Biology OR National Vocational Award (NVA) III with Certificate of Secondary Education (CSEE). (Duration: 3 year(s); Capacity: 60; Fees: Local Fee: TSH. 750,000/=)",Basic Mathematics; Biology; Chemistry; Physics; English; Geography,yes,3,"Local Fee: TSH. 750,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 60
Ordinary Diploma in Electrical and Electronics Engineering,ordinary diploma electrical electronics engineering,ordinary diploma,ICT,AL-MAKTOUM COLLEGE OF ENGINEERING AND TECHNOLOGY,REG/EOS/039,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including a pass in Basic Mathematics and Physics/Engineering Sciences and either Chemistry, English Language, Geography and Biology OR National Vocation Award (NVA) III or Trade Test Grade I in Information Communication Technology with Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 60; Fees: Local Fee: TSH. 750,000/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language; Geography,yes,3,"Local Fee: TSH. 750,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 60
Ordinary Diploma in Electronics and Telecommunication Engineering,ordinary diploma electronics telecommunication engineering,ordinary diploma,ICT,AL-MAKTOUM COLLEGE OF ENGINEERING AND TECHNOLOGY,REG/EOS/039,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including a pass in Basic Mathematics and Physics/Engineering Sciences and either Chemistry, English Language, Geography and Biology OR National Vocational Award (NVA) Level III or Trade Test Grade I with Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 60; Fees: Local Fee: TSH. 750,000/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language; Geography,yes,3,"Local Fee: TSH. 750,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 60
Ordinary Diploma in Information System and Network Technology,ordinary diploma information system network technology,ordinary diploma,ICT,AL-MAKTOUM COLLEGE OF ENGINEERING AND TECHNOLOGY,REG/EOS/039,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including a pass in Mathematics and three passes from Chemistry (Duration: 3 year(s); Capacity: 60; Fees: Local Fee: TSH. 750,000/=)",Mathematics; Chemistry,yes,3,"Local Fee: TSH. 750,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 60
Ordinary Diploma in Laboratory Science and Technology,ordinary diploma laboratory science technology,ordinary diploma,health,AL-MAKTOUM COLLEGE OF ENGINEERING AND TECHNOLOGY,REG/EOS/039,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in either Physics/Engineering Science English Language, Chemistry, Biology, Geography and Basic Mathematics OR National Vocational Award (NVA) III or Trade Test Grade I with Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 60; Fees: Local Fee: TSH. 1,230,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Laboratory Sciences and Technology or Advanced Certificate of Secondary Education (ACSEE) with At Least one Principal Pass and one Subsidiary in Principal Subjects. (Duration: 2 year(s); Capacity: 50)",Basic Mathematics; Biology; Chemistry; Physics; English Language; Geography,yes,3; 2,"Local Fee: TSH. 1,230,000/=",unknown,Kinondoni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 60; 50
Ordinary Diploma in Accountancy,ordinary diploma accountancy,ordinary diploma,business,AMANI COLLEGE OF MANAGEMENT AND TECHNOLOGY,ACMT,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects OR National Vocational Award (NVA) Level III with at least two passes in Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 1,110,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Accountancy Finance and Banking OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 50)",Accountancy,yes,3; 2,"Local Fee: TSH. 1,110,000/=",unknown,Njombe District Council - Njombe,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Business Administration,ordinary diploma business administration,ordinary diploma,business,AMANI COLLEGE OF MANAGEMENT AND TECHNOLOGY,ACMT,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects (Duration: 3 year(s); Capacity: 120; Fees: Local Fee: TSH. 800,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Business Administration, Finance and Banking, Marketing OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects. (Duration: 2 year(s); Capacity: 50)",,yes,3; 2,"Local Fee: TSH. 800,000/=",unknown,Njombe District Council - Njombe,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 120; 50
Ordinary Diploma in Community Development,ordinary diploma community development,ordinary diploma,business,AMANI COLLEGE OF MANAGEMENT AND TECHNOLOGY,ACMT,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 800,000/=) || Holders of Basic Technician Certificate (NTA Level 4 ) in Community Development, Social Work, Gender, Youth Work OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects. (Duration: 2 year(s); Capacity: 50)",,yes,3; 2,"Local Fee: TSH. 800,000/=",unknown,Njombe District Council - Njombe,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Computing and Information Technology,ordinary diploma computing information technology,ordinary diploma,ICT,AMANI COLLEGE OF MANAGEMENT AND TECHNOLOGY,ACMT,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects or National Vocational Award (nva) Level III in Information Communication Technology and Any Relevant Field from A Recognized Institution Together with A Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 70; Fees: Local Fee: TSH. 800,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Information Communication Technology OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects. (Duration: 2 year(s); Capacity: 50)",,yes,3; 2,"Local Fee: TSH. 800,000/=",unknown,Njombe District Council - Njombe,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 70; 50
Ordinary Diploma in Law,ordinary diploma law,ordinary diploma,business,AMANI COLLEGE OF MANAGEMENT AND TECHNOLOGY,ACMT,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including English language (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 111,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Law OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects (Duration: 2 year(s); Capacity: 50)",English Language; Law,yes,3; 2,"Local Fee: TSH. 111,000/=",unknown,Njombe District Council - Njombe,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Clinical Medicine,ordinary diploma clinical medicine,ordinary diploma,health,AMENYE HEALTH TRAINING INSTITUTE,REG/HAS/134,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,400,000/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3,"Local Fee: TSH. 1,400,000/=",unknown,Mbeya City Council - Mbeya,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Medical Laboratory Sciences,ordinary diploma medical laboratory sciences,ordinary diploma,health,AMENYE HEALTH TRAINING INSTITUTE,REG/HAS/134,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,400,000/=) || with At Least four (4) Passes in non-religious Subjects including Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics and English Language. (Fees: Foreigner Fee: USD 1,400/=)",Basic Mathematics; Biology; Chemistry; Physics; Engineering Sciences; English Language,yes,3,"Local Fee: TSH. 1,400,000/= || Foreigner Fee: USD 1,400/=",unknown,Mbeya City Council - Mbeya,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma pharmaceutical sciences,ordinary diploma,health,AMENYE HEALTH TRAINING INSTITUTE,REG/HAS/134,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,700,000/=) || with At Least four (4) Passes in non-religious Subjects including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage. (Fees: Foreigner Fee: USD 725/=)",Basic Mathematics; Biology; Chemistry; English Language,yes,3,"Local Fee: TSH. 1,700,000/= || Foreigner Fee: USD 725/=",unknown,Mbeya City Council - Mbeya,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Social Work,ordinary diploma social work,ordinary diploma,health,AMENYE HEALTH TRAINING INSTITUTE,REG/HAS/134,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,000,000/=) || with At Least four (4) Passes in non-religious Subjects (Fees: Foreigner Fee: USD 426/=) || Holders of Basic Technician Certificate (NTA Level 4) in Social Work Gender, Community Development, Youth Work or Advanced Certificate of Secondary Education Examination (ACSEE) with At Least one Principal Pass and one Subsidiary in Principal Subjects. (Duration: 2 year(s); Capacity: 100)",,yes,3; 2,"Local Fee: TSH. 1,000,000/= || Foreigner Fee: USD 426/=",unknown,Mbeya City Council - Mbeya,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma pharmaceutical sciences,ordinary diploma,health,APPLE VALLEY INSTITUTE OF HEALTH SCIENCES AND TECHNOLOGY,REG/HAS/188P,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with At Least four (4) Passes in non-religious Subjects including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage. (Duration: 3 year(s); Capacity: 250; Fees: Local Fee: TSH. 1,750,000/=)",Basic Mathematics; Biology; Chemistry; English Language,yes,3,"Local Fee: TSH. 1,750,000/=",unknown,Kigamboni Municipal Council - Dar es Salaam,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 250
Ordinary Diploma in Cartography,ordinary diploma cartography,ordinary diploma,other,ARDHI INSTITUTE - TABORA,REG/EOS/010,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including one pass in Geography, Basic Mathematics, Architectural Draughting Building Construction or Surveying subjects OR National Vocational Award (NVA) III in information & Communication Technology or Civil Draughting with a Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,250,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Cartography Land Management, Valuation & Registration, Land Surveying Graphic Arts & Printing, Photogrammetry, Urban and Regional Planning, Agriculture, Environmental Planning, Environmental Management, Architecture, Architectural, Draughting, Geomatics Information and Communication Technology, Civil Draughting, Civil Engineering and Rural Development Planning OR Advanced Certificates of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Mathematics Geography, Agriculture, Physics, Chemistry or Economics. (Duration: 2 year(s); Capacity: 50)",Basic Mathematics; Chemistry; Physics; Geography; Economics; Agriculture,yes,3; 2,"Local Fee: TSH. 1,250,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100; 50
Ordinary Diploma in Environmental Management,ordinary diploma environmental management,ordinary diploma,business,ARDHI INSTITUTE - TABORA,REG/EOS/010,NACTVET,"Holders of A Certificate of Secondary Education Examination (CSEE) with A Minimum of four Passes, Except Religious Subjects; two (2) of The Passes Should Be Either in Geography or Biology or Physics or Chemistry or Mathematics or A Holder of Nva Level 2 Certificate Education Regulatory Bodies or Possession of An Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal Pass in Either Mathematics, Geography, Agriculture Biology, Physics, Economics or Chemistry and At Least one Subsidiary Pass in Any Principal Subject. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,330,000/=)",Mathematics; Biology; Chemistry; Physics; Geography; Economics; Agriculture,yes,3,"Local Fee: TSH. 1,330,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Geographical Information System (gis),ordinary diploma geographical information system gis,ordinary diploma,other,ARDHI INSTITUTE - TABORA,REG/EOS/010,NACTVET,"Holders of A Certificate of Secondary Education Examination (CSEE) with A Minimum of four Passes Except Religious Subjects two (2) of The Passes Should Be Either in Geography, Mathematics, Physics or Chemistry Subjects. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,330,000/=) || Holders of Basic Technician Certificates (NTA Level 4) in Geographical Information System, Cartography, Land Management Valuation and Registration, Land Surveying, Photogrammetry, Geo- Informatics, Environmental Planning/management, Geomatics Information & Communication Technology and Computer Science from Any Institution Recognized By The Tanzania Government Education Regulatory Bodies Or Possession of An Advanced Certificate of Secondary Education Examination (ACSEE) with one Principal Pass in Mathematics, Geography, or Biology, Physics or Chemistry and At Least one Subsidiary Pass in Any Principal Subject. (Duration: 2 year(s); Capacity: 100)",Mathematics; Biology; Chemistry; Physics; Geography; Computer Science,yes,3; 2,"Local Fee: TSH. 1,330,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
Ordinary Diploma in Graphic Arts and Printing,ordinary diploma graphic arts printing,ordinary diploma,media,ARDHI INSTITUTE - TABORA,REG/EOS/010,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including one pass in Chemistry, Physics/Engineering Science OR National Vocational Award (NVA) III in Printing, Painting & Sign Writing Information & Communication Technology and Pattern Making with a Certificate of Secondary Education Examination (CSEE). (Duration: 3 year(s); Capacity: 60; Fees: Local Fee: TSH. 1,250,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Cartography Graphic Arts & Printing, Land Surveying, Land Management Valuation & Registration, Photogrammetry, Urban and Regional Planning, Information and Communication Technology, Painting and Sign Writing, Graphic Design Architecture, Advertisement Design Architecture OR Advanced Certificates of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Physics, Chemistry, Geography, Mathematics Agriculture, Biology or Economics. (Duration: 2 year(s); Capacity: 30)",Mathematics; Biology; Chemistry; Physics; Geography; Economics; Agriculture,yes,3; 2,"Local Fee: TSH. 1,250,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 60; 30
"Ordinary Diploma in Land Management, Valuation and Registration",ordinary diploma land management valuation registration,ordinary diploma,business,ARDHI INSTITUTE - TABORA,REG/EOS/010,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including one pass in English Language OR History. (Duration: 3 year(s); Capacity: 380; Fees: Local Fee: TSH. 1,250,000/=) || Holders of Basic Technician Certificate (NTA Level 4) in Land Management, Valuation & Registration, Cartography, Land Surveying, Urban and Regional Planning, Law, Geomatics or Building Construction OR Advanced Certificates of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects. (Duration: 2 year(s); Capacity: 300)",English Language; History; Law,yes,3; 2,"Local Fee: TSH. 1,250,000/=",unknown,Tabora Municipal Council - Tabora,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 380; 300
Ordinary Diploma in Accountancy,ordinary diploma accountancy,ordinary diploma,accounting,ARDHI INSTITUTE MOROGORO,REG/EOS/008,NACTVET,"Holders of Certificate of Secondary Education Examination (CSEE) with at least four (4) passes in non-religious subjects including Basic Mathematics. (Duration: 3 year(s); Capacity: 50; Fees: Local Fee: TSH. 1,145,400/=) || Holders of Basic Technician Certificate (NTA Level 4) in Accountancy OR Advanced Certificate of Secondary Education Examination (ACSEE) with at least one Principal pass and one Subsidiary in Principal subjects. (Duration: 2 year(s); Capacity: 50)",Basic Mathematics; Accountancy,yes,3; 2,"Local Fee: TSH. 1,145,400/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 50
Ordinary Diploma in Geographical Information System (gis),ordinary diploma geographical information system gis,ordinary diploma,other,ARDHI INSTITUTE MOROGORO,REG/EOS/008,NACTVET,"Holders of A Certificate of Secondary Education Examination (CSEE) with A Minimum of four Passes Except Religious Subjects two (2) of The Passes Should Be Either in Geography, Mathematics, Physics or Information and Computer Studies, Electronics and Communication Engineering or Chemistry Subjects. (Duration: 3 year(s); Capacity: 100; Fees: Local Fee: TSH. 1,330,000/=) || Holders of A Basic Technician Certificates (NTA Level 4) in Geographical Information System, Cartography, Land Management Valuation and Registration, Land Surveying, Photogrammetry, Geo- Informatics, Environmental Planning/management, Geomatics Principal Subject. (Duration: 2 year(s); Capacity: 100)",Mathematics; Chemistry; Physics; Geography; Information and Computer Studies,yes,3; 2,"Local Fee: TSH. 1,330,000/=",unknown,Morogoro Municipal Council - Morogoro,,,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,regulator,high,2026-04-24,Admission capacity: 100
