institution_name,normalized_institution_name,abbreviation_or_aliases,registration_number,regulator,accreditation_status,ownership_type,institution_type,region,district_or_council,campus_name,physical_location,mainland_or_zanzibar,website,admissions_url,application_url,phone_numbers,email,logo_url,logo_source_url,logo_status,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
MARY B INSTITUTE OF HEALTH AND ALLIED SCIENCES,mary b health allied sciences,,REG/HAS/268P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MASASI COLLEGE OF HEALTH AND ALLIED SCIENCES,masasi health allied sciences,,REG/HAS/092-J,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mtwara,Masasi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MASOKA PROFESSIONALS TRAINING INSTITUTE,masoka professionals training,,REG/BTP/203,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Kilimanjaro,Moshi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBALIZI INSTITUTE OF HEALTH SCIENCES - MBEYA,mbalizi health sciences mbeya,,REG/HAS/109,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Mbeya,Mbeya District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
"MBALIZI INSTITUTE OF HEALTH SCIENCES, SUNRISE CAMPUS - MBOZI",mbalizi health sciences sunrise campus mbozi,,REG/HAS/216,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Mbeya,Mbozi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBALIZI POLYTECHNIC COLLEGE - MBEYA,mbalizi polytechnic mbeya,,REG/SAT/029,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Mbeya District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBEYA COLLEGE OF HEALTH AND ALLIED SCIENCES,mbeya health allied sciences,,REG/HAS/037,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBEYA POLYTECHNIC COLLEGE TUKUYU CAMPUS,mbeya polytechnic tukuyu campus,,REG/SAT/038,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mbeya,Rungwe District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBEYA UNIVERSITY OF SCIENCE AND TECHNOLOGY,mbeya science technology,,REG/EOS/003,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,University offering NTA programmes,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_UNIVERSITIES_2025_2026.pdf,NACTVET admission guidebook 2025/2026 - universities offering certificate/diploma programmes,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBONYE TRAINING COLLEGE,mbonye training,,REG/BTP/127,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Kigoma,Kibondo District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBOZI SCHOOL OF NURSING,mbozi school nursing,,REG/HAS/062,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbozi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MBULU SCHOOL OF NURSING,mbulu school nursing,,REG/HAS/027,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Manyara,Mbulu District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MCHUKWI INSTITUTE OF HEALTH AND ALLIED SCIENCES,mchukwi health allied sciences,,REG/HAS/136N,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Pwani,Rufiji District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MEDICAL MISSIONARIES OF MARY SCHOOL OF PHARMACEUTICAL SCIENCES,medical missionaries mary school pharmaceutical sciences,,REG/HAS/234,NACTVET,listed in NACTVET 2025/2026 admission guidebook,FBO,Technical Institution,Arusha,Arusha City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MGAO HEALTH TRAINING INSTITUTE,mgao health training,,REG/HAS/141,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Njombe,Njombe District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MGM HEALTH TRAINING INSTITUTE,mgm health training,,REG/HAS/231,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Iringa,Iringa Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MICROTECH INSTITUTE OF BUSINESS AND TECHNOLOGY - ZANZIBAR,microtech business technology zanzibar,,REG/BTP/062,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Zanzibar Urban/West,Magharibi District,,,Zanzibar,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MILITARY AVIATION SCHOOL,military aviation school,,REG/SAT/031,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Morogoro District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MILITARY COLLEGE OF MEDICAL SCIENCES - MWANZA CAMPUS,military medical sciences mwanza campus,,REG/HAS/221,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Ilemela Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MILITARY COLLEGE OF MEDICAL SCIENCES - ZANZIBAR CAMPUS,military medical sciences zanzibar campus,,REG/HAS/226,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Zanzibar Urban/West,Magharibi District,,,Zanzibar,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINERAL RESOURCE INSTITUTE (MRI) - NZEGA,mineral resource mri nzega,MRI,REG/SAT/040,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Tabora,Nzega District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINERAL RESOURCES INSTITUTE (MADINI INSTITUTE) - DODOMA,mineral resources madini dodoma,,REG/EOS/011,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Dodoma,Dodoma Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE IGURUSI - MBEYA,ministry agriculture training igurusi mbeya,,REG/ANE/009,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbarali District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTIUTE ILONGA - KILOSA,ministry agriculture training instiute ilonga kilosa,,REG/ANE/011,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Morogoro,Kilosa District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE INYALA - MBEYA,ministry agriculture training inyala mbeya,,REG/SAT/019,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE MARUKU - BUKOBA,ministry agriculture training maruku bukoba,,REG/SAT/038P,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Kagera,Bukoba District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE MLINGANO TANGA,ministry agriculture training mlingano tanga,,REG/ANE/003,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tanga,Muheza District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE - MTWARA,ministry agriculture training mtwara,,REG/ANE/008,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mtwara,Mtwara District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE - MUBONDO,ministry agriculture training mubondo,,REG/SAT/023,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Kigoma,Kasulu Town Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE TUMBI - TABORA,ministry agriculture training tumbi tabora,,REG/ANE/020,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Tabora,Tabora Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE UKIRIGURU- MWANZA,ministry agriculture training ukiriguru mwanza,,REG/ANE/012,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Misungwi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MINISTRY OF AGRICULTURE TRAINING INSTITUTE UYOLE - MBEYA,ministry agriculture training uyole mbeya,,REG/ANE/005,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mbeya,Mbeya City Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MISUNGWI COMMUNITY DEVELOPMENT TECHNICAL TRAINING INSTITUTE-MWANZA,misungwi community development technical training mwanza,,REG/EOS/015,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Mwanza,Misungwi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MIZPAH HEALTH INSTITUTE - MISUNGWI,mizpah health misungwi,,REG/HAS/267,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Misungwi District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MKOLANI FOUNDATION HEALTH SCIENCES TRAINING INSTITUTE,mkolani foundation health sciences training,,REG/HAS/169,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Mwanza,Nyamagana Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MLALE COMMUNITY DEVELOPMENT TRAINING INSTITUTE (CDTI) - SONGEA,mlale community development training cdti songea,CDTI,REG/PWF/033,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Government,Technical Institution,Ruvuma,Songea Municipal Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MLANDIZI COLLEGE OF HEALTH AND ALLIED SCIENCES - KIBAHA,mlandizi health allied sciences kibaha,,REG/HAS/238,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Pwani,Kibaha District Counci,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
MLIMBA INSTITUTE OF HEALTH AND ALLIED SCIENCE,mlimba health allied science,,REG/HAS/185,NACTVET,listed in NACTVET 2025/2026 admission guidebook,Private,Technical Institution,Morogoro,Kilombero District Council,,,Mainland,,,,,,,,missing,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Institution/programmes extracted from official NACTVET guidebook.,no,
