programme_name,normalized_programme_name,programme_code,award_level,qualification_level,pathway_type,field_category,course_family,institution_name,normalized_institution_name,campus_name,regulator,institution_type,ownership_type,region,district_or_council,duration,study_mode,admission_capacity,fees_if_available,fee_band,application_method,official_source_url,source_type,confidence_level,last_verified_date,notes,needs_review,review_reasons
Ordinary Diploma in Insurance and Risk Management,ordinary diploma in insurance and risk management,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Accounting & Finance,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DAR ES SALAAM CAMPUS,accountancy arusha iaa dar es salaam campus,,NACTVET,Technical Institution,Government,Dar es Salaam,Kinondoni Municipal Council,2,,100,"Local Fee: TSH. 1,108,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Marketing and Public Relations,ordinary diploma in marketing and public relations,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DAR ES SALAAM CAMPUS,accountancy arusha iaa dar es salaam campus,,NACTVET,Technical Institution,Government,Dar es Salaam,Kinondoni Municipal Council,3; 2,,100,"Local Fee: TSH. 883,000/= , Foreigner Fee: USD 391/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Multimedia,ordinary diploma in multimedia,,Ordinary Diploma,NTA Level 6,diploma,"Arts, Media & Communication",Arts & Communication,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DAR ES SALAAM CAMPUS,accountancy arusha iaa dar es salaam campus,,NACTVET,Technical Institution,Government,Dar es Salaam,Kinondoni Municipal Council,2,,100,"Local Fee: TSH. 1,200,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Procurement and Logistics Management,ordinary diploma in procurement and logistics management,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DAR ES SALAAM CAMPUS,accountancy arusha iaa dar es salaam campus,,NACTVET,Technical Institution,Government,Dar es Salaam,Kinondoni Municipal Council,3; 2,,300,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Records Archives and Information Management,ordinary diploma in records archives and information management,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DAR ES SALAAM CAMPUS,accountancy arusha iaa dar es salaam campus,,NACTVET,Technical Institution,Government,Dar es Salaam,Kinondoni Municipal Council,3; 2,,100,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Accountancy with Information Technology,ordinary diploma in accountancy with information technology,,Ordinary Diploma,NTA Level 6,diploma,ICT & Computing,Accounting & Finance,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DODOMA CAMPUS,accountancy arusha iaa dodoma campus,,NACTVET,Technical Institution,Government,Dodoma,Dodoma Municipal Council,3; 2,,150,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Finance and Banking,ordinary diploma in finance and banking,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Accounting & Finance,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DODOMA CAMPUS,accountancy arusha iaa dodoma campus,,NACTVET,Technical Institution,Government,Dodoma,Dodoma Municipal Council,3; 2,,150,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Human Resources and Management,ordinary diploma in human resources and management,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - DODOMA CAMPUS,accountancy arusha iaa dodoma campus,,NACTVET,Technical Institution,Government,Dodoma,Dodoma Municipal Council,3; 2,,150,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Accountancy with Information Technology,ordinary diploma in accountancy with information technology,,Ordinary Diploma,NTA Level 6,diploma,ICT & Computing,Accounting & Finance,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - SONGEA CAMPUS,accountancy arusha iaa songea campus,,NACTVET,Technical Institution,Government,Ruvuma,Songea Municipal Council,3; 2,,200,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Business Management,ordinary diploma in business management,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Business & Management,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - SONGEA CAMPUS,accountancy arusha iaa songea campus,,NACTVET,Technical Institution,Government,Ruvuma,Songea Municipal Council,3; 2,,200,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Finance and Banking,ordinary diploma in finance and banking,,Ordinary Diploma,NTA Level 6,diploma,"Business, Finance & Management",Accounting & Finance,INSTITUTE OF ACCOUNTANCY ARUSHA (IAA) - SONGEA CAMPUS,accountancy arusha iaa songea campus,,NACTVET,Technical Institution,Government,Ruvuma,Songea Municipal Council,3; 2,,200,"Local Fee: TSH. 900,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,,Ordinary Diploma,NTA Level 6,diploma,Health & Allied Sciences,Medicine & Clinical Health,ACCRA COLLEGE OF HEALTH AND ALLIED SCIENCES,accra health allied sciences,,NACTVET,Technical Institution,Private,Tanga,Tanga City Council,3,,100,"Local Fee: TSH. 1,550,000/=",1.5m-2.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Basic Technician Certificate in Adult Education and Community Development,basic technician certificate in adult education and community development,,Basic Technician Certificate,NTA Level 4,certificate,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,1,,200,"Local Fee: TSH. 835,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Basic Technician Certificate in Adult Education and Community Development (odl),basic technician certificate in adult education and community development odl,,Basic Technician Certificate,NTA Level 4,certificate,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,1,,200,"Local Fee: TSH. 835,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Adult and Continuing Education,ordinary diploma in adult and continuing education,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,3; 2,,100; 1000,"Local Fee: TSH. 737,500/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Adult and Continuing Education (odl),ordinary diploma in adult and continuing education odl,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,2,,6000,"Local Fee: TSH. 737,500/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Adult Education and Community Development,ordinary diploma in adult education and community development,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,3; 2,,200,"Local Fee: TSH. 737,500/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Adult Education and Community Development (odl),ordinary diploma in adult education and community development odl,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,3; 2,,200,"Local Fee: TSH. 1,175,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Distance Education,ordinary diploma in distance education,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - DAR-ES-SALAAM,adult education dar es salaam,,NACTVET,Technical Institution,Government,Dar es Salaam,Ilala Municipal Council,3; 2,,3000,"Local Fee: TSH. 737,500/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Basic Technician Certificate in Adult Education and Community Development,basic technician certificate in adult education and community development,,Basic Technician Certificate,NTA Level 4,certificate,Education,Education,INSTITUTE OF ADULT EDUCATION - MOROGORO,adult education morogoro,,NACTVET,Technical Institution,Government,Morogoro,Morogoro Municipal Council,1,,300,"Local Fee: TSH. 835,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Adult and Continuing Education,ordinary diploma in adult and continuing education,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - MOROGORO,adult education morogoro,,NACTVET,Technical Institution,Government,Morogoro,Morogoro Municipal Council,3; 2,,300,"Local Fee: TSH. 1,200,000/=",1.0m-1.49m TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Ordinary Diploma in Adult Education and Community Development,ordinary diploma in adult education and community development,,Ordinary Diploma,NTA Level 6,diploma,Education,Education,INSTITUTE OF ADULT EDUCATION - MOROGORO,adult education morogoro,,NACTVET,Technical Institution,Government,Morogoro,Morogoro Municipal Council,3; 2,,300,"Local Fee: TSH. 737,500/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
Basic Technician in Adult Education and Community Development,basic technician in adult education and community development,,,,unknown,Education,Education,INSTITUTE OF ADULT EDUCATION - MWANZA,adult education mwanza,,NACTVET,Technical Institution,Government,Mwanza,Nyamagana Municipal Council,1,,50,"Local Fee: TSH. 835,000/=",500k-999k TSH,Apply directly to the training institution; NACTVET verifies selected applicants.,https://www.nactvet.go.tz/storage/public/files/GUIDEBOOK_FOR_ALL_NTA_2025_2026.pdf,NACTVET NTA admission guidebook 2025/2026 - technical institutions,high,2026-04-26,Programme row extracted from official NACTVET 2025/2026 guidebook.,no,
